hierarchy,title,field,subsection title,subsection content,record_id
TC,Locked Limit Override Attempt,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.1
TC,Readback Consistency After Override Attempt,description,TC Description *,"After attempting to override the locked RAPL limit, read back the limit via CSR and MSR interfaces to confirm the value remains unchanged. Monitor HPM messages and status fields for consistency.",1.1.4.2
TC,Readback Consistency After Override Attempt,description,Test Steps *,1. Boot platform and configure locked CSR interface. 2. Attempt to modify RAPL limit via in-band agent. 3. Read back RAPL limit via CSR and MSR interfaces. 4. Sample RAPL_PERF_LIMIT HPM messages and LEAF_PERF_STATUS. 5. Record and analyze results.,1.1.4.2
TC,Readback Consistency After Override Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if readback values remain unchanged and HPM/status fields are consistent. Fail if any change is observed.,1.1.4.2
TC,Readback Consistency After Override Attempt,description,Intent Verify *,"Use PMON, Visa, and HPM message logs to confirm readback consistency.",1.1.4.2
TC,Readback Consistency After Override Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for readback consistency.",1.1.4.2
TC,Readback Consistency After Override Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS (latest), PMON, Perspec path, PythonSV, Supercollider. OS utilities for register checks.",1.1.4.2
TC,Readback Consistency After Override Attempt,description,Ecosystem SW *,Test Requirements: BIOS config/knobs for RAPL and CSR lock; OS kernel/scheduler settings; PCIe/graphics/storage drivers; registry keys and OS overrides.,1.1.4.2
TC,Readback Consistency After Override Attempt,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.2
TC,Status Register Stability During Override Attempt,description,TC Description *,"During the override attempt, monitor LEAF_PERF_STATUS and RAPL_PERF_LIMIT HPM messages to verify that status registers remain stable and no frequency or status change occurs.",1.1.4.3
TC,Status Register Stability During Override Attempt,description,Test Steps *,1. Boot platform and configure locked CSR interface. 2. Attempt to modify RAPL limit via in-band agent. 3. Sample LEAF_PERF_STATUS and RAPL_PERF_LIMIT HPM messages before and after the attempt. 4. Record and analyze results.,1.1.4.3
TC,Status Register Stability During Override Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if status registers remain stable and no change occurs. Fail if any change is observed.,1.1.4.3
TC,Status Register Stability During Override Attempt,description,Intent Verify *,"Use PMON, Visa, and HPM message logs to confirm status register stability.",1.1.4.3
TC,Status Register Stability During Override Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for status register stability.",1.1.4.3
TC,Status Register Stability During Override Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS (latest), PMON, Perspec path, PythonSV, Supercollider. OS utilities for register checks.",1.1.4.3
TC,Status Register Stability During Override Attempt,description,Ecosystem SW *,Test Requirements: BIOS config/knobs for RAPL and CSR lock; OS kernel/scheduler settings; PCIe/graphics/storage drivers; registry keys and OS overrides.,1.1.4.3
TC,Status Register Stability During Override Attempt,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.3
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Description *,"Validate enforcement of the most restrictive limit during rapid and simultaneous updates to Socket RAPL, Fast RAPL, Platform RAPL, and RACL, ensuring frequency ceilings and status registers are updated correctly.",1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Algorithm of Testing *,"Randomly and rapidly update limits in overlapping sequences, generate workload bursts, and monitor HPM messages, status fields, and frequencies.",1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Randomization *,Randomize and rapidly update limits for all domains; generate workloads requesting frequencies above current limits.,1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Required Configurations and Dependencies *,"Socket RAPL, Fast RAPL, Platform RAPL, and RACL enabled; all IMHs and CBBs operational.",1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Coverage *,Sample RAPL_PERF_LIMIT and LEAF_PERF_STATUS HPM messages at all hierarchy levels; observe core/uncore frequencies; verify no excursions above most restrictive limit.,1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,Cross-Feature Interaction *,Root IMH and leaf IMH min-resolve limits from all domains; CBBs report status via LEAF_PERF_STATUS; frequency limits clipped to valid range set by fuses.,1.1.5
TCD,Stress Test: Rapid Transitions and Simultaneous Limit Updates,description,DFx Requirements *,RAPL_PERF_LIMIT HPM messages sent every 500us; most restrictive limit always enforced.,1.1.5
TC,Rapid Limit Transition Enforcement,description,TC Description *,"Set initial limits for Socket RAPL, Fast RAPL, Platform RAPL, and RACL. Randomly and rapidly update limits in overlapping sequences, including cases where multiple limits become most restrictive in quick succession. Simultaneously generate workload bursts on CBBs to request frequencies above current limits. Sample RAPL_PERF_LIMIT HPM messages, LEAF_PERF_STATUS, and actual core/uncore frequencies.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Test Steps *,"1. Boot platform and enable/configure all limits. 2. Set initial limits for all domains. 3. Randomly and rapidly update limits via CSR/TPMI in overlapping sequences. 4. Simultaneously generate workload bursts on CBBs. 5. Sample RAPL_PERF_LIMIT HPM messages at root IMH, leaf IMH, and CBB. 6. Sample LEAF_PERF_STATUS from CBBs. 7. Observe core and uncore frequencies. 8. Record and analyze results.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if at all times, the most restrictive limit is enforced, frequency ceilings are updated, and status registers reflect correct limiting reason. Fail if frequency excursions above the most restrictive limit are observed or status registers are inconsistent.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Intent Verify *,"Use PMON, Visa, and HPM message logs to confirm enforcement during rapid transitions.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for rapid transition enforcement.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS (latest), PMON, Perspec path, PythonSV, Supercollider, Prime95. OS utilities for register checks and stress patterns.",1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Ecosystem SW *,Test Requirements: BIOS config/knobs for RAPL and rapid update support; OS kernel/scheduler settings; PCIe/graphics/storage drivers; registry keys and OS overrides.,1.1.5.1
TC,Rapid Limit Transition Enforcement,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.1
TC,Simultaneous Limit Update Consistency,description,TC Description *,"During simultaneous updates to multiple limits, verify that frequency ceilings are updated in accordance with the latest propagated limit and status registers reflect the correct limiting reason. Monitor for any frequency excursions above the most restrictive limit.",1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Test Steps *,"1. Boot platform and configure all limits. 2. Simultaneously update Socket RAPL, Fast RAPL, Platform RAPL, and RACL limits. 3. Generate workloads to request frequencies above current limits. 4. Sample RAPL_PERF_LIMIT HPM messages and LEAF_PERF_STATUS. 5. Observe core and uncore frequencies. 6. Record and analyze results.",1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Pass/Fail Criteria &amp; HW Errors *,Pass if frequency ceilings are updated correctly and status registers reflect the correct limiting reason. Fail if frequency excursions or inconsistent status registers are observed.,1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Intent Verify *,"Use PMON, Visa, and HPM message logs to confirm consistency during simultaneous updates.",1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for simultaneous update consistency.",1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS (latest), PMON, Perspec path, PythonSV, Supercollider, Prime95. OS utilities for register checks and stress patterns.",1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Ecosystem SW *,Test Requirements: BIOS config/knobs for RAPL and rapid update support; OS kernel/scheduler settings; PCIe/graphics/storage drivers; registry keys and OS overrides.,1.1.5.2
TC,Simultaneous Limit Update Consistency,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.2
TC,Status Register Update During Rapid Transitions,description,TC Description *,"During rapid transitions and overlapping limit updates, monitor LEAF_PERF_STATUS and RAPL_PERF_LIMIT HPM messages to verify that status registers update in accordance with the latest propagated limit and no frequency excursions occur.",1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Test Steps *,1. Boot platform and configure all limits. 2. Rapidly update limits in overlapping sequences. 3. Generate workloads to request frequencies above current limits. 4. Sample LEAF_PERF_STATUS and RAPL_PERF_LIMIT HPM messages. 5. Observe status register updates and frequency ceilings. 6. Record and analyze results.,1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Pass/Fail Criteria &amp; HW Errors *,Pass if status registers update correctly and no frequency excursions occur. Fail if status registers are inconsistent or frequencies exceed the most restrictive limit.,1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Intent Verify *,"Use PMON, Visa, and HPM message logs to confirm status register updates during rapid transitions.",1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for status register updates.",1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS (latest), PMON, Perspec path, PythonSV, Supercollider, Prime95. OS utilities for register checks and stress patterns.",1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Ecosystem SW *,Test Requirements: BIOS config/knobs for RAPL and rapid update support; OS kernel/scheduler settings; PCIe/graphics/storage drivers; registry keys and OS overrides.,1.1.5.3
TC,Status Register Update During Rapid Transitions,description,Test HW Requirements and HW Configuration *,"Platform with correct SoC stepping, TDP, topology, DIMMs, PCIe devices, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.3
