hierarchy,title,field,subsection title,subsection content,record_id
TC,Cross-Interface Clipping Consistency,description,TC Description *,Program the same set of randomized legal and out-of-range values for PL1 and PL2 time windows into both CSR and TPMI interfaces. Set the LOCK bits. Read back values from both interfaces and verify that clipping behavior is consistent across CSR and TPMI.,1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Test Steps *,1. Boot system and ensure BIOS access to CSR and TPMI. 2. Randomly select a set of legal and out-of-range values for PL1 and PL2 time windows. 3. Program these values into both PACKAGE_RAPL_LIMIT (CSR) and SOCKET_RAPL_PL1_CONTROL/SOCKET_RAPL_PL2_CONTROL (TPMI). 4. Set the LOCK bits. 5. Read back all programmed values from both interfaces. 6. Compare values to verify consistent clipping behavior. 7. Log all results.,1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Pass/Fail Criteria &amp; HW Errors *,Pass if clipping behavior is consistent across CSR and TPMI and all values are within legal range. Fail if any inconsistency or out-of-range value is observed.,1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Intent Verify *,Confirm via register readbacks and logs that clipping is consistent across interfaces.,1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for value range and clipping.",1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for register access, Supercollider for concurrency.",1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL support, OS kernel with register access utilities.",1.1.4.3
TC,Cross-Interface Clipping Consistency,description,Test HW Requirements and HW Configuration *,"Platform with CSR and TPMI interfaces, correct SoC stepping, debug instrumentation for register access.",1.1.4.3
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Description *,"Validate that PL1 is always enforced in TPMI SOCKET_RAPL_PL1_CONTROL regardless of the value of PWR_LIM_EN, and that attempts to disable PL1 are ignored.",1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Algorithm of Testing *,"BIOS programs various values for PWR_LIM_EN, including disabling it, sets LOCK, and attempts to disable PL1 via TPMI. Power limiting and status are monitored to confirm PL1 is always enforced.",1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Randomization *,"Various values for PWR_LIM_EN are programmed, including 0 (disabled) and 1 (enabled).",1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Required Configurations and Dependencies *,Requires BIOS access to TPMI SOCKET_RAPL_PL1_CONTROL and monitoring of power limiting behavior.,1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Coverage *,Coverage includes all possible values of PWR_LIM_EN and monitoring of PL1 enforcement.,1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Cross-Feature Interaction *,"Involves BIOS, TPMI, and Primecode enforcement logic for PL1.",1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,DFx Requirements *,Requires observability of enable status and power limiting behavior after programming PWR_LIM_EN.,1.1.5
TCD,TPMI PL1 Always Enabled and EN Bit Ignored,description,Negative Testing *,Attempt to disable PL1 and verify it remains enabled.,1.1.5
TC,PL1 Enable Bit Ignored Verification,description,TC Description *,Program TPMI SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN set to 0 (disabled). Set the LOCK bit. Attempt to disable PL1 via TPMI and monitor power limiting and status. Read back the enable status and confirm that PL1 remains enforced.,1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Test Steps *,1. Boot system and ensure BIOS access to TPMI. 2. Program SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN = 0. 3. Set the LOCK bit. 4. Attempt to disable PL1 via TPMI. 5. Monitor power limiting and status. 6. Read back enable status. 7. Log all results.,1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if PL1 remains enforced and power limiting is active regardless of PWR_LIM_EN value. Fail if PL1 is disabled or power limiting is not enforced.,1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Intent Verify *,Confirm via register readbacks and power monitoring that PL1 is always enforced.,1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for PL1 enforcement.",1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency.",1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI RAPL support, OS kernel with TPMI access utilities.",1.1.5.1
TC,PL1 Enable Bit Ignored Verification,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.5.1
TC,PL1 Enable Bit Toggle Test,description,TC Description *,Program TPMI SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN toggled between 0 and 1. Set the LOCK bit after each programming. Attempt to disable and enable PL1 via TPMI and monitor power limiting and status. Read back enable status and confirm that PL1 remains enforced in all cases.,1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Test Steps *,1. Boot system and ensure BIOS access to TPMI. 2. Program SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN = 0. 3. Set the LOCK bit. 4. Attempt to disable PL1 via TPMI. 5. Monitor power limiting and status. 6. Program SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN = 1. 7. Set the LOCK bit. 8. Attempt to enable PL1 via TPMI. 9. Monitor power limiting and status. 10. Read back enable status. 11. Log all results.,1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Pass/Fail Criteria &amp; HW Errors *,Pass if PL1 remains enforced and power limiting is active regardless of PWR_LIM_EN value. Fail if PL1 is disabled or power limiting is not enforced.,1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Intent Verify *,Confirm via register readbacks and power monitoring that PL1 is always enforced.,1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for PL1 enforcement.",1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency.",1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI RAPL support, OS kernel with TPMI access utilities.",1.1.5.2
TC,PL1 Enable Bit Toggle Test,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.5.2
TC,PL1 Enforcement Under Stress,description,TC Description *,Program TPMI SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN = 0 and set the LOCK bit. Run a synthetic workload to stress the CPU and monitor power limiting and status to confirm that PL1 is enforced and power limiting is active.,1.1.5.3
TC,PL1 Enforcement Under Stress,description,Test Steps *,1. Boot system and ensure BIOS access to TPMI. 2. Program SOCKET_RAPL_PL1_CONTROL with PWR_LIM_EN = 0. 3. Set the LOCK bit. 4. Run a synthetic workload to stress the CPU. 5. Monitor power limiting and status during workload. 6. Read back enable status. 7. Log all results.,1.1.5.3
TC,PL1 Enforcement Under Stress,description,Pass/Fail Criteria &amp; HW Errors *,Pass if PL1 is enforced and power limiting is active during stress regardless of PWR_LIM_EN value. Fail if PL1 is disabled or power limiting is not enforced.,1.1.5.3
TC,PL1 Enforcement Under Stress,description,Intent Verify *,"Confirm via register readbacks, power monitoring, and workload logs that PL1 is always enforced.",1.1.5.3
TC,PL1 Enforcement Under Stress,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for PL1 enforcement.",1.1.5.3
TC,PL1 Enforcement Under Stress,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS as per platform, PMON latest version, PythonSV for TPMI access, Supercollider for concurrency, synthetic workload generator.",1.1.5.3
TC,PL1 Enforcement Under Stress,description,Ecosystem SW *,"Test Requirements: BIOS with TPMI RAPL support, OS kernel with TPMI access utilities.",1.1.5.3
TC,PL1 Enforcement Under Stress,description,Test HW Requirements and HW Configuration *,"Platform with TPMI interface, correct SoC stepping, debug instrumentation for TPMI access.",1.1.5.3
