hierarchy,title,field,subsection title,subsection content,record_id
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, GV arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for GV overrides.",1.1.4.2
TC,FGV Arbitration and Workpoint Application During MC6 Entry,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, GV_CTRL signal probes, external power meters.",1.1.4.2
TC,AGV/FGV Request Contention and Atomicity Validation,description,TC Description *,"Randomly trigger AGV/FGV requests on one or both cores, including during atomic flows (C6/FGV). Monitor GV_CTRL arbitration, workpoint application, and atomicity. Validate that transitions are atomic and no partial or out-of-sync WP application occurs.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Test Steps *,"1. Enable both cores, configure for AGV/FGV requests. 2. Randomly trigger AGV/FGV requests during atomic flows (C6/FGV). 3. Monitor GV_CTRL arbitration and workpoint application. 4. Check for atomicity and correct application. 5. Validate that no partial or out-of-sync WP application occurs.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if transitions are atomic, workpoints are applied correctly, and no partial or out-of-sync application occurs. Fail if atomicity is violated or incorrect WP application occurs.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Intent Verify *,"PMON, logs, Visa to confirm AGV/FGV arbitration, atomicity, and workpoint application.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for atomicity.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, GV arbitration knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for GV overrides.",1.1.4.3
TC,AGV/FGV Request Contention and Atomicity Validation,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, GV_CTRL signal probes, external power meters.",1.1.4.3
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Description *,"Validate SBFT@F diagnostic sleep coordination and arbitration, including abort handling, PM event injection, and correct entry/release.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Algorithm of Testing *,"Randomly trigger SBFT@F entry on one or both cores, inject PM events during entry, and monitor coordination and arbitration.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Randomization *,"Randomize SBFT@F entry timing, PM event injection, and core selection to create contention and race conditions.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Required Configurations and Dependencies *,"Both cores enabled, SBFT@F test requested, ucode_command[i].enter_wf_diag_sleep, Piclet activation, PMA_TRAP event monitoring.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Coverage *,"Monitor SBFT@F entry, abort handling, PM event injection, and correct coordination/release. Check for deadlocks, lost events, and mutual exclusion with static lockstep.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,Cross-Feature Interaction *,"Cores, PMA, Piclet, MLC, and module-level actions interact during SBFT@F coordination and arbitration.",1.1.5
TCD,SBFT@Field Diagnostic Sleep Coordination and Arbitration,description,DFx Requirements *,"Observability of WF_DIAG_SLEEP flag, PMA_TRAP events, SBFT status, and abort handling.",1.1.5
TC,SBFT@F Entry Coordination with PM Event Injection,description,TC Description *,"Randomly trigger SBFT@F entry on one or both cores. Inject PM events (interrupts, CPD) during entry to test arbitration and abort handling. Monitor WF_DIAG_SLEEP flag, PMA_TRAP events, and SBFT status. Validate that only one core initiates SBFT@F start and entry is aborted if PM event occurs before both cores are ready.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Test Steps *,"1. Enable both cores, request SBFT@F test. 2. Randomly trigger SBFT@F entry on one or both cores. 3. Set ucode_command[i].enter_wf_diag_sleep before activating Piclet. 4. Inject PM event during entry. 5. Monitor WF_DIAG_SLEEP flag, PMA_TRAP events, and SBFT status. 6. Check that entry is aborted if PM event occurs before both cores are ready. 7. Validate that only one core initiates SBFT@F start.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if SBFT@F entry is aborted upon PM event, only one core initiates start, and no deadlocks or lost events occur. Fail if entry proceeds after PM event, deadlock, or lost event.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Intent Verify *,"PMON, logs, Visa to confirm abort handling, SBFT@F coordination, and PMA_TRAP events.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for abort handling.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, SBFT@F knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for diagnostic sleep overrides.",1.1.5.1
TC,SBFT@F Entry Coordination with PM Event Injection,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.5.1
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,TC Description *,"Validate correct coordination and release of SBFT@F diagnostic sleep. Both cores independently enter 'ready for SBFT@F' state. The last core to enter triggers module-level actions. Monitor WF_DIAG_SLEEP flag, SBFT status, and module-level actions. Ensure diagnostic sleep is correctly released.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Test Steps *,"1. Enable both cores, request SBFT@F test. 2. Both cores independently enter 'ready for SBFT@F' state. 3. Set ucode_command[i].enter_wf_diag_sleep before activating Piclet. 4. The last core to enter triggers module-level actions (C6-Save, MLC flush, SBFT@F program loading, MISR/uBp configs, U2A mailbox). 5. Monitor WF_DIAG_SLEEP flag, SBFT status, and module-level actions. 6. Validate correct release of diagnostic sleep.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if diagnostic sleep is coordinated and released correctly, module-level actions proceed, and no deadlocks or lost events occur. Fail if coordination or release is incorrect, deadlock, or lost event.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Intent Verify *,"PMON, logs, Visa to confirm diagnostic sleep coordination, release, and module-level actions.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for coordination and release.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, SBFT@F knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for diagnostic sleep overrides.",1.1.5.2
TC,SBFT@F Diagnostic Sleep Coordination and Release,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.5.2
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,TC Description *,Validate that SBFT@F and static lockstep are mutually exclusive. Attempt to activate SBFT@F while module is configured in static lockstep. Monitor SBFT status and module configuration. Ensure SBFT@F is not entered if static lockstep is active.,1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Test Steps *,"1. Enable both cores, configure module in static lockstep. 2. Attempt to activate SBFT@F. 3. Monitor SBFT status and module configuration. 4. Check that SBFT@F is not entered if static lockstep is active.",1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Pass/Fail Criteria &amp; HW Errors *,Pass if SBFT@F is not entered when static lockstep is active. Fail if SBFT@F entry occurs during static lockstep.,1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Intent Verify *,"PMON, logs, Visa to confirm mutual exclusion and SBFT status.",1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Validation Automation Global Checkers *,"SST, Central, Concurrency checkers enabled. PVT checker for mutual exclusion.",1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS v2.0, PMON v3.2, Perspec path, PythonSV, Supercollider, Prime95, register check utilities.",1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Ecosystem SW *,"Test Requirements: BIOS v2.1, SBFT@F and lockstep knobs, OS kernel 6.1, PCIe/storage/graphics drivers latest, registry keys for diagnostic sleep overrides.",1.1.5.3
TC,Mutual Exclusion of SBFT@F and Static Lockstep,description,Test HW Requirements and HW Configuration *,"SoC stepping B0, TDP 95W, dual-core module, 2x DDR5 DIMMs, PCIe Gen4 GPU, active heatsink, PMA signal probes, external power meters.",1.1.5.3
